AREA,area_name,OCC_CODE,occupation_name,OCC_TITLE,total_employment,hourly_mean_wage,annual_mean_wage,hourly_median_wage,annual_median_wage,wage_10th_percentile_annual,wage_25th_percentile_annual,wage_75th_percentile_annual,wage_90th_percentile_annual,data_year,collection_date,wage_category,labor_cost_level
10900,Appleton Msa,15-1252,Software Developers,Software Developers,2205,47.03,97814,43.26,89989,63579,78251,122267,146721,2023,2025-06-27 19:46:21.070637,High,High Cost
10900,Appleton Msa,13-1161,Marketing Specialists,Marketing Specialists,1764,29.86,62110,27.47,57141,40371,49688,77638,93165,2023,2025-06-27 19:46:21.070643,Middle,Moderate Cost
10900,Appleton Msa,41-9022,Real Estate Agents,Real Estate Sales Agents,1176,25.62,53287,23.57,49024,34637,42630,66609,79931,2023,2025-06-27 19:46:21.070649,Middle,Moderate Cost
18580,Eau Claire Msa,11-1021,General Managers,General and Operations Managers,3562,47.41,98618,43.62,90729,64102,78894,123273,147927,2023,2025-06-27 19:46:21.070657,High,High Cost
18580,Eau Claire Msa,11-9051,Food Service Managers,Food Service Managers,1140,25.58,53198,23.53,48942,34578,42558,66497,79797,2023,2025-06-27 19:46:21.070663,Middle,Moderate Cost
18580,Eau Claire Msa,11-9081,Retail Managers,Retail Sales Managers,1710,23.26,48391,21.4,44519,31454,38712,60488,72586,2023,2025-06-27 19:46:21.070670,Low-Middle,Moderate Cost
18580,Eau Claire Msa,11-9021,Construction Managers,Construction Managers,498,44.06,91635,40.53,84304,59563,73308,114544,137453,2023,2025-06-27 19:46:21.070676,High,High Cost
18580,Eau Claire Msa,29-1141,Registered Nurses,Registered Nurses,9262,37.5,78009,34.5,71768,50706,62407,97511,117013,2023,2025-06-27 19:46:21.070683,Middle,High Cost
18580,Eau Claire Msa,31-9092,Medical Assistants,Medical Assistants,2565,18.23,37918,16.77,34884,24646,30334,47397,56877,2023,2025-06-27 19:46:21.070689,Low-Middle,Low Cost
18580,Eau Claire Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,4987,14.8,30792,13.62,28329,20015,24634,38491,46189,2023,2025-06-27 19:46:21.070695,Low-Middle,Low Cost
18580,Eau Claire Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,6412,12.84,26715,11.82,24578,17365,21372,33394,40073,2023,2025-06-27 19:46:21.070702,Low,Low Cost
18580,Eau Claire Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,7410,12.51,26018,11.51,23937,16912,20814,32523,39027,2023,2025-06-27 19:46:21.070708,Low,Low Cost
18580,Eau Claire Msa,35-2014,Cooks Restaurant,"Cooks, Restaurant",3990,14.39,29921,13.23,27527,19448,23937,37401,44882,2023,2025-06-27 19:46:21.070714,Low-Middle,Low Cost
18580,Eau Claire Msa,35-3011,Bartenders,Bartenders,2137,12.98,26990,11.94,24831,17543,21592,33737,40485,2023,2025-06-27 19:46:21.070720,Low,Low Cost
18580,Eau Claire Msa,41-2031,Retail Salespersons,Retail Salespersons,12112,14.76,30691,13.58,28236,19949,24553,38364,46037,2023,2025-06-27 19:46:21.070727,Low-Middle,Low Cost
18580,Eau Claire Msa,41-2011,Cashiers,Cashiers,13537,12.33,25646,11.34,23595,16670,20517,32058,38470,2023,2025-06-27 19:46:21.070736,Low,Low Cost
18580,Eau Claire Msa,43-4051,Customer Service Reps,Customer Service Representatives,5985,17.45,36293,16.05,33389,23590,29034,45366,54439,2023,2025-06-27 19:46:21.070743,Low-Middle,Low Cost
18580,Eau Claire Msa,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",1211,15.51,32260,14.27,29679,20969,25808,40325,48391,2023,2025-06-27 19:46:21.070749,Low-Middle,Low Cost
18580,Eau Claire Msa,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,783,20.67,42995,19.02,39556,27947,34396,53744,64493,2023,2025-06-27 19:46:21.070755,Low-Middle,Moderate Cost
18580,Eau Claire Msa,39-9011,Childcare Workers,Childcare Workers,3562,13.55,28186,12.47,25931,18321,22549,35233,42280,2023,2025-06-27 19:46:21.070761,Low-Middle,Low Cost
18580,Eau Claire Msa,47-2031,Carpenters,Carpenters,2565,25.95,53980,23.88,49662,35087,43184,67475,80971,2023,2025-06-27 19:46:21.070766,Middle,Moderate Cost
18580,Eau Claire Msa,47-2111,Electricians,Electricians,1710,30.49,63428,28.06,58354,41228,50743,79286,95143,2023,2025-06-27 19:46:21.070772,Middle,Moderate Cost
18580,Eau Claire Msa,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",1211,28.95,60209,26.63,55392,39136,48167,75261,90313,2023,2025-06-27 19:46:21.070778,Middle,Moderate Cost
18580,Eau Claire Msa,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,1995,21.81,45366,20.07,41737,29488,36293,56708,68049,2023,2025-06-27 19:46:21.070784,Low-Middle,Moderate Cost
18580,Eau Claire Msa,13-2011,Accountants,Accountants and Auditors,3135,33.45,69567,30.77,64001,45218,55653,86958,104350,2023,2025-06-27 19:46:21.070790,Middle,High Cost
18580,Eau Claire Msa,15-1252,Software Developers,Software Developers,2137,45.59,94819,41.94,87234,61632,75855,118524,142229,2023,2025-06-27 19:46:21.070797,High,High Cost
18580,Eau Claire Msa,13-1161,Marketing Specialists,Marketing Specialists,1710,28.95,60209,26.63,55392,39136,48167,75261,90313,2023,2025-06-27 19:46:21.070803,Middle,Moderate Cost
18580,Eau Claire Msa,41-9022,Real Estate Agents,Real Estate Sales Agents,1140,24.83,51656,22.85,47523,33576,41325,64570,77484,2023,2025-06-27 19:46:21.070810,Middle,Moderate Cost
48580,Wausau Msa,11-1021,General Managers,General and Operations Managers,3562,47.41,98618,43.62,90729,64102,78894,123273,147927,2023,2025-06-27 19:46:21.070817,High,High Cost
48580,Wausau Msa,11-9051,Food Service Managers,Food Service Managers,1140,25.58,53198,23.53,48942,34578,42558,66497,79797,2023,2025-06-27 19:46:21.070823,Middle,Moderate Cost
48580,Wausau Msa,11-9081,Retail Managers,Retail Sales Managers,1710,23.26,48391,21.4,44519,31454,38712,60488,72586,2023,2025-06-27 19:46:21.070829,Low-Middle,Moderate Cost
48580,Wausau Msa,11-9021,Construction Managers,Construction Managers,498,44.06,91635,40.53,84304,59563,73308,114544,137453,2023,2025-06-27 19:46:21.070835,High,High Cost
48580,Wausau Msa,29-1141,Registered Nurses,Registered Nurses,9262,37.5,78009,34.5,71768,50706,62407,97511,117013,2023,2025-06-27 19:46:21.070842,Middle,High Cost
48580,Wausau Msa,31-9092,Medical Assistants,Medical Assistants,2565,18.23,37918,16.77,34884,24646,30334,47397,56877,2023,2025-06-27 19:46:21.070848,Low-Middle,Low Cost
48580,Wausau Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,4987,14.8,30792,13.62,28329,20015,24634,38491,46189,2023,2025-06-27 19:46:21.070854,Low-Middle,Low Cost
48580,Wausau Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,6412,12.84,26715,11.82,24578,17365,21372,33394,40073,2023,2025-06-27 19:46:21.070860,Low,Low Cost
48580,Wausau Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,7410,12.51,26018,11.51,23937,16912,20814,32523,39027,2023,2025-06-27 19:46:21.070866,Low,Low Cost
48580,Wausau Msa,35-2014,Cooks Restaurant,"Cooks, Restaurant",3990,14.39,29921,13.23,27527,19448,23937,37401,44882,2023,2025-06-27 19:46:21.070872,Low-Middle,Low Cost
48580,Wausau Msa,35-3011,Bartenders,Bartenders,2137,12.98,26990,11.94,24831,17543,21592,33737,40485,2023,2025-06-27 19:46:21.070878,Low,Low Cost
48580,Wausau Msa,41-2031,Retail Salespersons,Retail Salespersons,12112,14.76,30691,13.58,28236,19949,24553,38364,46037,2023,2025-06-27 19:46:21.070884,Low-Middle,Low Cost
48580,Wausau Msa,41-2011,Cashiers,Cashiers,13537,12.33,25646,11.34,23595,16670,20517,32058,38470,2023,2025-06-27 19:46:21.070890,Low,Low Cost
48580,Wausau Msa,43-4051,Customer Service Reps,Customer Service Representatives,5985,17.45,36293,16.05,33389,23590,29034,45366,54439,2023,2025-06-27 19:46:21.070896,Low-Middle,Low Cost
48580,Wausau Msa,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",1211,15.51,32260,14.27,29679,20969,25808,40325,48391,2023,2025-06-27 19:46:21.070901,Low-Middle,Low Cost
48580,Wausau Msa,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,783,20.67,42995,19.02,39556,27947,34396,53744,64493,2023,2025-06-27 19:46:21.070907,Low-Middle,Moderate Cost
48580,Wausau Msa,39-9011,Childcare Workers,Childcare Workers,3562,13.55,28186,12.47,25931,18321,22549,35233,42280,2023,2025-06-27 19:46:21.070913,Low-Middle,Low Cost
48580,Wausau Msa,47-2031,Carpenters,Carpenters,2565,25.95,53980,23.88,49662,35087,43184,67475,80971,2023,2025-06-27 19:46:21.070919,Middle,Moderate Cost
48580,Wausau Msa,47-2111,Electricians,Electricians,1710,30.49,63428,28.06,58354,41228,50743,79286,95143,2023,2025-06-27 19:46:21.070924,Middle,Moderate Cost
48580,Wausau Msa,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",1211,28.95,60209,26.63,55392,39136,48167,75261,90313,2023,2025-06-27 19:46:21.070930,Middle,Moderate Cost
48580,Wausau Msa,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,1995,21.81,45366,20.07,41737,29488,36293,56708,68049,2023,2025-06-27 19:46:21.070937,Low-Middle,Moderate Cost
48580,Wausau Msa,13-2011,Accountants,Accountants and Auditors,3135,33.45,69567,30.77,64001,45218,55653,86958,104350,2023,2025-06-27 19:46:21.070944,Middle,High Cost
48580,Wausau Msa,15-1252,Software Developers,Software Developers,2137,45.59,94819,41.94,87234,61632,75855,118524,142229,2023,2025-06-27 19:46:21.070950,High,High Cost
48580,Wausau Msa,13-1161,Marketing Specialists,Marketing Specialists,1710,28.95,60209,26.63,55392,39136,48167,75261,90313,2023,2025-06-27 19:46:21.070956,Middle,Moderate Cost
48580,Wausau Msa,41-9022,Real Estate Agents,Real Estate Sales Agents,1140,24.83,51656,22.85,47523,33576,41325,64570,77484,2023,2025-06-27 19:46:21.070962,Middle,Moderate Cost
36780,Oshkosh Msa,11-1021,General Managers,General and Operations Managers,3562,47.41,98618,43.62,90729,64102,78894,123273,147927,2023,2025-06-27 19:46:21.070969,High,High Cost
36780,Oshkosh Msa,11-9051,Food Service Managers,Food Service Managers,1140,25.58,53198,23.53,48942,34578,42558,66497,79797,2023,2025-06-27 19:46:21.070975,Middle,Moderate Cost
36780,Oshkosh Msa,11-9081,Retail Managers,Retail Sales Managers,1710,23.26,48391,21.4,44519,31454,38712,60488,72586,2023,2025-06-27 19:46:21.070981,Low-Middle,Moderate Cost
36780,Oshkosh Msa,11-9021,Construction Managers,Construction Managers,498,44.06,91635,40.53,84304,59563,73308,114544,137453,2023,2025-06-27 19:46:21.070987,High,High Cost
36780,Oshkosh Msa,29-1141,Registered Nurses,Registered Nurses,9262,37.5,78009,34.5,71768,50706,62407,97511,117013,2023,2025-06-27 19:46:21.070993,Middle,High Cost
36780,Oshkosh Msa,31-9092,Medical Assistants,Medical Assistants,2565,18.23,37918,16.77,34884,24646,30334,47397,56877,2023,2025-06-27 19:46:21.070999,Low-Middle,Low Cost
36780,Oshkosh Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,4987,14.8,30792,13.62,28329,20015,24634,38491,46189,2023,2025-06-27 19:46:21.071005,Low-Middle,Low Cost
36780,Oshkosh Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,6412,12.84,26715,11.82,24578,17365,21372,33394,40073,2023,2025-06-27 19:46:21.071011,Low,Low Cost
36780,Oshkosh Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,7410,12.51,26018,11.51,23937,16912,20814,32523,39027,2023,2025-06-27 19:46:21.071017,Low,Low Cost
36780,Oshkosh Msa,35-2014,Cooks Restaurant,"Cooks, Restaurant",3990,14.39,29921,13.23,27527,19448,23937,37401,44882,2023,2025-06-27 19:46:21.071023,Low-Middle,Low Cost
36780,Oshkosh Msa,35-3011,Bartenders,Bartenders,2137,12.98,26990,11.94,24831,17543,21592,33737,40485,2023,2025-06-27 19:46:21.071028,Low,Low Cost
36780,Oshkosh Msa,41-2031,Retail Salespersons,Retail Salespersons,12112,14.76,30691,13.58,28236,19949,24553,38364,46037,2023,2025-06-27 19:46:21.071034,Low-Middle,Low Cost
36780,Oshkosh Msa,41-2011,Cashiers,Cashiers,13537,12.33,25646,11.34,23595,16670,20517,32058,38470,2023,2025-06-27 19:46:21.071041,Low,Low Cost
36780,Oshkosh Msa,43-4051,Customer Service Reps,Customer Service Representatives,5985,17.45,36293,16.05,33389,23590,29034,45366,54439,2023,2025-06-27 19:46:21.071047,Low-Middle,Low Cost
36780,Oshkosh Msa,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",1211,15.51,32260,14.27,29679,20969,25808,40325,48391,2023,2025-06-27 19:46:21.071053,Low-Middle,Low Cost
36780,Oshkosh Msa,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,783,20.67,42995,19.02,39556,27947,34396,53744,64493,2023,2025-06-27 19:46:21.071059,Low-Middle,Moderate Cost
36780,Oshkosh Msa,39-9011,Childcare Workers,Childcare Workers,3562,13.55,28186,12.47,25931,18321,22549,35233,42280,2023,2025-06-27 19:46:21.071065,Low-Middle,Low Cost
36780,Oshkosh Msa,47-2031,Carpenters,Carpenters,2565,25.95,53980,23.88,49662,35087,43184,67475,80971,2023,2025-06-27 19:46:21.071070,Middle,Moderate Cost
36780,Oshkosh Msa,47-2111,Electricians,Electricians,1710,30.49,63428,28.06,58354,41228,50743,79286,95143,2023,2025-06-27 19:46:21.071076,Middle,Moderate Cost
36780,Oshkosh Msa,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",1211,28.95,60209,26.63,55392,39136,48167,75261,90313,2023,2025-06-27 19:46:21.071082,Middle,Moderate Cost
36780,Oshkosh Msa,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,1995,21.81,45366,20.07,41737,29488,36293,56708,68049,2023,2025-06-27 19:46:21.071088,Low-Middle,Moderate Cost
36780,Oshkosh Msa,13-2011,Accountants,Accountants and Auditors,3135,33.45,69567,30.77,64001,45218,55653,86958,104350,2023,2025-06-27 19:46:21.071094,Middle,High Cost
36780,Oshkosh Msa,15-1252,Software Developers,Software Developers,2137,45.59,94819,41.94,87234,61632,75855,118524,142229,2023,2025-06-27 19:46:21.071100,High,High Cost
36780,Oshkosh Msa,13-1161,Marketing Specialists,Marketing Specialists,1710,28.95,60209,26.63,55392,39136,48167,75261,90313,2023,2025-06-27 19:46:21.071106,Middle,Moderate Cost
36780,Oshkosh Msa,41-9022,Real Estate Agents,Real Estate Sales Agents,1140,24.83,51656,22.85,47523,33576,41325,64570,77484,2023,2025-06-27 19:46:21.071112,Middle,Moderate Cost
27500,Janesville Msa,11-1021,General Managers,General and Operations Managers,3562,47.41,98618,43.62,90729,64102,78894,123273,147927,2023,2025-06-27 19:46:21.071118,High,High Cost
27500,Janesville Msa,11-9051,Food Service Managers,Food Service Managers,1140,25.58,53198,23.53,48942,34578,42558,66497,79797,2023,2025-06-27 19:46:21.071125,Middle,Moderate Cost
27500,Janesville Msa,11-9081,Retail Managers,Retail Sales Managers,1710,23.26,48391,21.4,44519,31454,38712,60488,72586,2023,2025-06-27 19:46:21.071130,Low-Middle,Moderate Cost
27500,Janesville Msa,11-9021,Construction Managers,Construction Managers,498,44.06,91635,40.53,84304,59563,73308,114544,137453,2023,2025-06-27 19:46:21.071136,High,High Cost
27500,Janesville Msa,29-1141,Registered Nurses,Registered Nurses,9262,37.5,78009,34.5,71768,50706,62407,97511,117013,2023,2025-06-27 19:46:21.071142,Middle,High Cost
27500,Janesville Msa,31-9092,Medical Assistants,Medical Assistants,2565,18.23,37918,16.77,34884,24646,30334,47397,56877,2023,2025-06-27 19:46:21.071148,Low-Middle,Low Cost
27500,Janesville Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,4987,14.8,30792,13.62,28329,20015,24634,38491,46189,2023,2025-06-27 19:46:21.071154,Low-Middle,Low Cost
27500,Janesville Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,6412,12.84,26715,11.82,24578,17365,21372,33394,40073,2023,2025-06-27 19:46:21.071160,Low,Low Cost
27500,Janesville Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,7410,12.51,26018,11.51,23937,16912,20814,32523,39027,2023,2025-06-27 19:46:21.071166,Low,Low Cost
27500,Janesville Msa,35-2014,Cooks Restaurant,"Cooks, Restaurant",3990,14.39,29921,13.23,27527,19448,23937,37401,44882,2023,2025-06-27 19:46:21.071172,Low-Middle,Low Cost
27500,Janesville Msa,35-3011,Bartenders,Bartenders,2137,12.98,26990,11.94,24831,17543,21592,33737,40485,2023,2025-06-27 19:46:21.071177,Low,Low Cost
27500,Janesville Msa,41-2031,Retail Salespersons,Retail Salespersons,12112,14.76,30691,13.58,28236,19949,24553,38364,46037,2023,2025-06-27 19:46:21.071183,Low-Middle,Low Cost
27500,Janesville Msa,41-2011,Cashiers,Cashiers,13537,12.33,25646,11.34,23595,16670,20517,32058,38470,2023,2025-06-27 19:46:21.071189,Low,Low Cost
27500,Janesville Msa,43-4051,Customer Service Reps,Customer Service Representatives,5985,17.45,36293,16.05,33389,23590,29034,45366,54439,2023,2025-06-27 19:46:21.071194,Low-Middle,Low Cost
27500,Janesville Msa,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",1211,15.51,32260,14.27,29679,20969,25808,40325,48391,2023,2025-06-27 19:46:21.071200,Low-Middle,Low Cost
27500,Janesville Msa,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,783,20.67,42995,19.02,39556,27947,34396,53744,64493,2023,2025-06-27 19:46:21.071206,Low-Middle,Moderate Cost
27500,Janesville Msa,39-9011,Childcare Workers,Childcare Workers,3562,13.55,28186,12.47,25931,18321,22549,35233,42280,2023,2025-06-27 19:46:21.071211,Low-Middle,Low Cost
27500,Janesville Msa,47-2031,Carpenters,Carpenters,2565,25.95,53980,23.88,49662,35087,43184,67475,80971,2023,2025-06-27 19:46:21.071216,Middle,Moderate Cost
27500,Janesville Msa,47-2111,Electricians,Electricians,1710,30.49,63428,28.06,58354,41228,50743,79286,95143,2023,2025-06-27 19:46:21.071222,Middle,Moderate Cost
27500,Janesville Msa,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",1211,28.95,60209,26.63,55392,39136,48167,75261,90313,2023,2025-06-27 19:46:21.071228,Middle,Moderate Cost
27500,Janesville Msa,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,1995,21.81,45366,20.07,41737,29488,36293,56708,68049,2023,2025-06-27 19:46:21.071234,Low-Middle,Moderate Cost
27500,Janesville Msa,13-2011,Accountants,Accountants and Auditors,3135,33.45,69567,30.77,64001,45218,55653,86958,104350,2023,2025-06-27 19:46:21.071240,Middle,High Cost
27500,Janesville Msa,15-1252,Software Developers,Software Developers,2137,45.59,94819,41.94,87234,61632,75855,118524,142229,2023,2025-06-27 19:46:21.071248,High,High Cost
27500,Janesville Msa,13-1161,Marketing Specialists,Marketing Specialists,1710,28.95,60209,26.63,55392,39136,48167,75261,90313,2023,2025-06-27 19:46:21.071255,Middle,Moderate Cost
27500,Janesville Msa,41-9022,Real Estate Agents,Real Estate Sales Agents,1140,24.83,51656,22.85,47523,33576,41325,64570,77484,2023,2025-06-27 19:46:21.071261,Middle,Moderate Cost
43100,Sheboygan Msa,11-1021,General Managers,General and Operations Managers,3562,47.41,98618,43.62,90729,64102,78894,123273,147927,2023,2025-06-27 19:46:21.071268,High,High Cost
43100,Sheboygan Msa,11-9051,Food Service Managers,Food Service Managers,1140,25.58,53198,23.53,48942,34578,42558,66497,79797,2023,2025-06-27 19:46:21.071274,Middle,Moderate Cost
43100,Sheboygan Msa,11-9081,Retail Managers,Retail Sales Managers,1710,23.26,48391,21.4,44519,31454,38712,60488,72586,2023,2025-06-27 19:46:21.071283,Low-Middle,Moderate Cost
43100,Sheboygan Msa,11-9021,Construction Managers,Construction Managers,498,44.06,91635,40.53,84304,59563,73308,114544,137453,2023,2025-06-27 19:46:21.071289,High,High Cost
43100,Sheboygan Msa,29-1141,Registered Nurses,Registered Nurses,9262,37.5,78009,34.5,71768,50706,62407,97511,117013,2023,2025-06-27 19:46:21.071294,Middle,High Cost
43100,Sheboygan Msa,31-9092,Medical Assistants,Medical Assistants,2565,18.23,37918,16.77,34884,24646,30334,47397,56877,2023,2025-06-27 19:46:21.071301,Low-Middle,Low Cost
43100,Sheboygan Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,4987,14.8,30792,13.62,28329,20015,24634,38491,46189,2023,2025-06-27 19:46:21.071307,Low-Middle,Low Cost
43100,Sheboygan Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,6412,12.84,26715,11.82,24578,17365,21372,33394,40073,2023,2025-06-27 19:46:21.071313,Low,Low Cost
43100,Sheboygan Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,7410,12.51,26018,11.51,23937,16912,20814,32523,39027,2023,2025-06-27 19:46:21.071319,Low,Low Cost
